ActivityID,StationID,Date_Tt,TP_mgL,PO4_mgL,NOx_mgL,TKN_mgL,NO3_mgL,NO2_mgL,TN_mgL,Bug_StationID,Type,Avg_NH_IBI_Score,Latitude,Longitude
WQAL-47927,PWT03,12/28/2004,,,,,0.006,,,,,,43.10199,-71.197737
WQAL-45569,PWT03,9/7/2004,,,,,0.056,,,,,,43.10199,-71.197737
WQAL-43163,PWT03,5/18/2004,,,,,0.008,,,,,,43.10199,-71.197737
WQAL-91250,PWT03,10/13/2009,,,,,0.002,,,,,,43.10199,-71.197737
WQAL-97708,PWT03,1/11/2011,,,,,0.003,,,,,,43.10199,-71.197737
WQAL-48075,PWT03,1/11/2005,,0.004,,,,,,,,,43.10199,-71.197737
WQAL-47338,PWT03,11/16/2004,,,,,0.01,,,,,,43.10199,-71.197737
WQAL-85514,PWT03,2/10/2009,,0.005,,,,,,,,,43.10199,-71.197737
WQAL-43658,PWT03,7/6/2004,,0.007,,,0.024,,,,,,43.10199,-71.197737
WQAL-53589,PWT03,9/14/2005,,0.004,,,,,,,,,43.10199,-71.197737
WQAL-76301,PWT03,4/8/2008,,0.004,,,,,,,,,43.10199,-71.197737
WQAL-70644,PWT03,8/6/2007,,0.003,,,,,,,,,43.10199,-71.197737
WQAL-63010,PWT03,9/12/2006,,0.004,,,,,,,,,43.10199,-71.197737
WQAL-54891,PWT03,11/8/2005,,0.007,,,,,,,,,43.10199,-71.197737
WQAL-54329,PWT03,10/11/2005,,0.007,,,,,,,,,43.10199,-71.197737
WQAL-57361,PWT03,2/14/2006,,,,,0.074,,,,,,43.10199,-71.197737
WQAL-71093,PWT03,8/14/2007,,0.015,,,0.014,,,,,,43.10199,-71.197737
WQAL-97048,PWT03,11/9/2010,,,,,0.005,,,,,,43.10199,-71.197737
WQAL-91867,PWT03,11/10/2009,,,,,0.002,,,,,,43.10199,-71.197737
WQAL-106694,PWT03,3/13/2012,,,,,0.051,,,,,,43.10199,-71.197737
WQAL-93203,PWT03,3/9/2010,,,,,0.015,,,,,,43.10199,-71.197737
WQAL-60725,PWT03,7/11/2006,,0.017,,,,,,,,,43.10199,-71.197737
WQAL-47988,PWT03,1/4/2005,,,,,0.013,,,,,,43.10199,-71.197737
WQAL-54877,PWT03,11/8/2005,,0.007,,,,,,,,,43.10199,-71.197737
WQAL-44755,PWT03,8/17/2004,,,,,0.005,,,,,,43.10199,-71.197737
WQAL-46837,PWT03,10/12/2004,,,,,0.01,,,,,,43.10199,-71.197737
WQAL-94283,PWT03,6/8/2010,,,,,0.007,,,,,,43.10199,-71.197737
WQAL-60322,PWT03,5/23/2006,,0.003,,,,,,,,,43.10199,-71.197737
WQAL-60442,PWT03,6/14/2006,,0.003,,,,,,,,,43.10199,-71.197737
WQAL-82452,PWT10,10/14/2008,,,,,0.001,,,,,,43.060695,-71.140692
WQAL-57919,PWT10,3/14/2006,0.014,0.003,,,0.123,,,,,,43.060695,-71.140692
WQAL-103171,PWT10,10/11/2011,,,,,0.008,,,,,,43.060695,-71.140692
WQAL-60318,PWT10,5/23/2006,,,,,0.024,,,,,,43.060695,-71.140692
WQAL-85805,PWT10,3/10/2009,,,,,0.139,,,,,,43.060695,-71.140692
WQAL-97044,PWT10,11/9/2010,,,,,0.014,,,,,,43.060695,-71.140692
WQAL-66810,PWT10,3/13/2007,,,,,0.135,,,,,,43.060695,-71.140692
WQAL-96534,PWT10,9/14/2010,,,,,0.006,,,,,,43.060695,-71.140692
WQAL-56753,PWT10,1/10/2006,,,,,0.084,,,,,,43.060695,-71.140692
WQAL-84447,PWT10,1/13/2009,,,,,0.083,,,,,,43.060695,-71.140692
WQAL-63586,PWT10,10/10/2006,,,,,0.019,,,,,,43.060695,-71.140692
WQAL-81403,PWT10,9/9/2008,,,,,0.011,,,,,,43.060695,-71.140692
WQAL-76968,PWT10,5/13/2008,,,,,0.011,,,,,,43.060695,-71.140692
WQAL-83928,PWT10,12/16/2008,,,,,0.068,,,,,,43.060695,-71.140692
WQAL-92947,PWT10,2/9/2010,,,,,0.09,,,,,,43.060695,-71.140692
WQAL-79860,PWT10,8/12/2008,,,,,0.02,,,,,,43.060695,-71.140692
WQAL-72646,PWT10,9/11/2007,,,,,0.056,,,,,,43.060695,-71.140692
WQAL-91246,PWT10,10/13/2009,,,,,0.003,,,,,,43.060695,-71.140692
WQAL-89878,PWT10,8/11/2009,,,,,0.106,,,,,,43.060695,-71.140692
WQAL-69505,PWT10,7/10/2007,,0.004,,,0.121,,,,,,43.060695,-71.140692
WQAL-59165,PWT10,4/11/2006,,,,,0.065,,,,,,43.060695,-71.140692
WQAL-70640,PWT10,8/6/2007,,,,,0.013,,,,,,43.060695,-71.140692
WQAL-98934,PWT10,4/12/2011,,,,,0.076,,,,,,43.060695,-71.140692
WQAL-74897,PWT10,1/17/2008,,,,,0.045,,,,,,43.060695,-71.140692
WQAL-104879,PWT10,1/10/2012,,,,,0.012,,,,,,43.060695,-71.140692
WQAL-93199,PWT10,3/9/2010,,,,,0.068,,,,,,43.060695,-71.140692
WQAL-76297,PWT10,4/8/2008,,,,,0.066,,,,,,43.060695,-71.140692
WQAL-68692,PWT10,6/12/2007,,,,,0.054,,,,,,43.060695,-71.140692
WQAL-99976,PWT10,6/14/2011,,,,,0.062,,,,,,43.060695,-71.140692
WQAL-65542,PWT10,1/9/2007,,,,,0.093,,,,,,43.060695,-71.140692
WQAL-98493,PWT10,3/8/2011,,,,,0.086,,,,,,43.060695,-71.140692
WQAL-60438,PWT10,6/14/2006,,,,,0.011,,,,,,43.060695,-71.140692
WQAL-92489,PWT10,1/12/2010,,,,,0.083,,,,,,43.060695,-71.140692
WQAL-98125,PWT10,2/8/2011,,,,,0.067,,,,,,43.060695,-71.140692
WQAL-82920,PWT10,11/12/2008,,,,,0.021,,,,,,43.060695,-71.140692
WQAL-73335,PWT10,10/9/2007,,,,,0.05,,,,,,43.060695,-71.140692
WQAL-90644,PWT10,9/8/2009,,0.004,,,0.04,,,,,,43.060695,-71.140692
WQAL-88262,PWT10,6/9/2009,,0.004,,,0.057,,,,,,43.060695,-71.140692
WQAL-107667,PWT10,4/10/2012,,,,,0.063,,,,,,43.060695,-71.140692
WQAL-85510,PWT10,2/10/2009,,,,,0.082,,,,,,43.060695,-71.140692
WQAL-66262,PWT10,2/13/2007,,0.003,,,0.109,,,,,,43.060695,-71.140692
WQAL-75987,PWT10,3/11/2008,,,,,0.1,,,,,,43.060695,-71.140692
WQAL-60721,PWT10,7/11/2006,,,,,0.075,,,,,,43.060695,-71.140692
WQAL-89097,PWT10,7/14/2009,,,,,0.03,,,,,,43.060695,-71.140692
WQAL-63006,PWT10,9/12/2006,,,,,0.024,,,,,,43.060695,-71.140692
WQAL-64349,PWT10,11/14/2006,,,,,0.039,,,,,,43.060695,-71.140692
WQAL-67451,PWT10,4/10/2007,,,,,0.037,,,,,,43.060695,-71.140692
WQAL-67977,PWT10,5/8/2007,,,,,0.035,,,,,,43.060695,-71.140692
WQAL-102188,PWT10,9/13/2011,,,,,0.003,,,,,,43.060695,-71.140692
WQAL-94868,PWT10,7/13/2010,,,,,0.02,,,,,,43.060695,-71.140692
WQAL-67863,PWT10,4/18/2007,,,,,0.078,,,,,,43.060695,-71.140692
WQAL-92323,PWT10,12/8/2009,,,,,0.03,,,,,,43.060695,-71.140692
WQAL-87124,PWT10,4/14/2009,,,,,0.079,,,,,,43.060695,-71.140692
WQAL-94279,PWT10,6/8/2010,,,,,0.009,,,,,,43.060695,-71.140692
WQAL-112329,PWT10,8/14/2012,,,,,0.045,,,,,,43.060695,-71.140692
WQAL-74226,PWT10,12/11/2007,,,,,0.179,,,,,,43.060695,-71.140692
WQAL-100745,PWT10,7/12/2011,,,,,0.038,,,,,,43.060695,-71.140692
WQAL-97704,PWT10,1/11/2011,,,,,0.038,,,,,,43.060695,-71.140692
WQAL-93775,PWT10,4/13/2010,,,,,0.048,,,,,,43.060695,-71.140692
WQAL-71121,PWT10,8/14/2007,,,,,0.014,,,,,,43.060695,-71.140692
WQAL-65257,PWT10,12/12/2006,,,,,0.064,,,,,,43.060695,-71.140692
WQAL-75543,PWT10,2/12/2008,,,,,0.095,,,,,,43.060695,-71.140692
WQAL-57364,PWT10,2/14/2006,,,,,0.081,,,,,,43.060695,-71.140692
WQAL-105598,PWT10,2/14/2012,,,,,0.076,,,,,,43.060695,-71.140692
WQAL-110867,PWT10,7/10/2012,,,,,0.048,,,,,,43.060695,-71.140692
WQAL-77586,PWT10,6/10/2008,,0.004,,,0.033,,,,,,43.060695,-71.140692
WQAL-110030,PWT10,6/12/2012,,,,,0.039,,,,,,43.060695,-71.140692
WQAL-71106,PWT10,8/14/2007,,,,,0.014,,,,,,43.060695,-71.140692
WQAL-104099,PWT10,11/8/2011,,,,,0.019,,,,,,43.060695,-71.140692
WQAL-71089,PWT10,8/14/2007,,,,,0.014,,,,,,43.060695,-71.140692
WQAL-91863,PWT10,11/10/2009,,,,,0.004,,,,,,43.060695,-71.140692
WQAL-61872,PWT10,8/8/2006,,,,,0.043,,,,,,43.060695,-71.140692
WQAL-97534,PWT10,12/14/2010,,,,,0.026,,,,,,43.060695,-71.140692
WQAL-96656,PWT10,10/12/2010,,,,,0.005,,,,,,43.060695,-71.140692
WQAL-95363,PWT10,8/10/2010,,,,,0.019,,,,,,43.060695,-71.140692
WQAL-108793,PWT10,5/8/2012,,,,,0.021,,,,,,43.060695,-71.140692
WQAL-106690,PWT10,3/13/2012,,,,,0.06,,,,,,43.060695,-71.140692
UNH05051702,R-DOW04UP,5/5/2017,0.0124,,,,,,,,,,43.443095,-71.171767
LLMP07231602,R-DOW04UP,7/23/2016,0.0395,,,,,,,,,,43.443095,-71.171767
CFB0505172,R-DOW04UP,5/5/2017,0.0124,,,,,,,,,,43.443095,-71.171767
CFB0505179,R-DOW04UP,5/5/2017,0.0237,,,,,,,,,,43.443095,-71.171767
LLMP09101601,R-DOW04UP,9/10/2016,0.0313,,,,,,,,,,43.443095,-71.171767
2019-587,RANGOSI,6/4/2019,0.0075,,,,,,,,,,43.320889,-72.1068
VL07050021,RANGOSI,7/5/2000,0.006,,,,,,,,,,43.320889,-72.1068
2007-1797,RANGOSI,6/26/2007,0.011,,,,,,,,,,43.320889,-72.1068
VL07220328,RANGOSI,7/22/2003,0.01,,,,,,,,,,43.320889,-72.1068
2010-3896,RANGOSI,8/17/2010,0.012,,,,,,,,,,43.320889,-72.1068
2015-1803,RANGOSI,6/30/2015,0.0161,,,,,,,,,,43.320889,-72.1068
2004-4991,RANGOSI,8/27/2004,0.009,,,,,,,,,,43.320889,-72.1068
VL08020214,RANGOSI,8/2/2002,0.008,,,,,,,,,,43.320889,-72.1068
VL10100002,RANGOSI,10/10/2000,0.002,,,,,,,,,,43.320889,-72.1068
VL08250366,RANGOSI,8/25/2003,0.006,,,,,,,,,,43.320889,-72.1068
VL08220060,RANGOSI,8/22/2000,0.007,,,,,,,,,,43.320889,-72.1068
2008-3119,RANGOSI,7/21/2008,0.012,,,,,,,,,,43.320889,-72.1068
VL06260211,RANGOSI,6/26/2002,0.006,,,,,,,,,,43.320889,-72.1068
VL07030171,RANGOSI,7/3/2001,0.005,,,,,,,,,,43.320889,-72.1068
2009-1169,RANGOSI,6/9/2009,0.018,,,,,,,,,,43.320889,-72.1068
2013-866,RANGOSI,6/11/2013,0.00691,,,,,,,,,,43.320889,-72.1068
2006-5548,RANGOSI,9/7/2006,0.007,,,,,,,,,,43.320889,-72.1068
2017-3693,RANGOSI,8/8/2017,0.0161,,,,,,,,,,43.320889,-72.1068
2005-4478,RANGOSI,8/12/2005,0.012,,,,,,,,,,43.320889,-72.1068
VL06300333,RANGOSI,6/30/2003,0.008,,,,,,,,,,43.320889,-72.1068
2011-1237,RANGOSI,6/24/2011,0.0088,,,,,,,,,,43.320889,-72.1068
2004-4994,RANGOSILF,8/27/2004,0.014,,,,,,,,,,43.321003,-72.105936
2004-4993,RANGOSIRD,8/27/2004,0.007,,,,,,,,,,43.321525,-72.106939
2019-589,RANGOSO,6/4/2019,0.0093,,,,,,,,,,43.315194,-72.1112
2011-1239,RANGOSO,6/24/2011,0.0094,,,,,,,,,,43.315194,-72.1112
2017-3695,RANGOSO,8/8/2017,0.00832,,,,,,,,,,43.315194,-72.1112
VL10100012,RANGOSO,10/10/2000,0.007,,,,,,,,,,43.315194,-72.1112
VL08020217,RANGOSO,8/2/2002,0.006,,,,,,,,,,43.315194,-72.1112
2013-868,RANGOSO,6/11/2013,0.00633,,,,,,,,,,43.315194,-72.1112
2006-5550,RANGOSO,9/7/2006,0.008,,,,,,,,,,43.315194,-72.1112
VL06300329,RANGOSO,6/30/2003,0.008,,,,,,,,,,43.315194,-72.1112
VL07220332,RANGOSO,7/22/2003,0.01,,,,,,,,,,43.315194,-72.1112
VL08250367,RANGOSO,8/25/2003,0.005,,,,,,,,,,43.315194,-72.1112
2015-1805,RANGOSO,6/30/2015,0.00717,,,,,,,,,,43.315194,-72.1112
VL07050034,RANGOSO,7/5/2000,0.009,,,,,,,,,,43.315194,-72.1112
2004-4995,RANGOSO,8/27/2004,0.008,,,,,,,,,,43.315194,-72.1112
2009-1170,RANGOSO,6/9/2009,0.0083,,,,,,,,,,43.315194,-72.1112
VL06260223,RANGOSO,6/26/2002,0.007,,,,,,,,,,43.315194,-72.1112
VL08220069,RANGOSO,8/22/2000,0.005,,,,,,,,,,43.315194,-72.1112
2005-4479,RANGOSO,8/12/2005,0.008,,,,,,,,,,43.315194,-72.1112
2008-3121,RANGOSO,7/21/2008,0.0075,,,,,,,,,,43.315194,-72.1112
VL07030170,RANGOSO,7/3/2001,0.005,,,,,,,,,,43.315194,-72.1112
VL08160122,RANGOSO,8/16/2001,0.019,,,,,,,,,,43.315194,-72.1112
VL09110113,RANGOSO,9/11/2001,0.005,,,,,,,,,,43.315194,-72.1112
2007-1798,RANGOSO,6/26/2007,0.012,,,,,,,,,,43.315194,-72.1112
2007-4043,RESDORC,8/14/2007,0.023,,,,,,,,,,43.786,-72.0479
2004-1082,RESDORC,6/10/2004,0.018,,,,,,,,,,43.786,-72.0479
2011-2878,RESDORC,8/3/2011,0.02,,,,,,,,,,43.786,-72.0479
2013-3255,RESDORC,7/31/2013,0.0188,,,,,,,,,,43.786,-72.0479
2009-4477,RESDORC,8/12/2009,0.026,,,,,,,,,,43.786,-72.0479
2018-3397,RESDORC,8/1/2018,0.0189,,,,,,,,,,43.786,-72.0479
2015-3564,RESDORC,8/10/2015,0.0218,,,,,,,,,,43.786,-72.0479
2010-4037,RESDORC,8/18/2010,0.015,,,,,,,,,,43.786,-72.0479
2017-3818,RESDORC,8/9/2017,0.0236,,,,,,,,,,43.786,-72.0479
2014-2916,RESDORC,8/4/2014,0.0137,,,,,,,,,,43.786,-72.0479
VL05300028,RESDORC,5/30/2000,0.009,,,,,,,,,,43.786,-72.0479
2008-2788,RESDORC,7/14/2008,0.027,,,,,,,,,,43.786,-72.0479
2013-3256,RESDORI1,7/31/2013,0.0146,,,,,,,,,,43.792694,-72.0392
VL05300046,RESDORI1,5/30/2000,0.006,,,,,,,,,,43.792694,-72.0392
VL06110234,RESDORI1,6/11/2002,0.022,,,,,,,,,,43.792694,-72.0392
2004-1083,RESDORI1,6/10/2004,0.01,,,,,,,,,,43.792694,-72.0392
2009-4478,RESDORI1,8/12/2009,0.016,,,,,,,,,,43.792694,-72.0392
2006-4364,RESDORI1,8/10/2006,0.049,,,,,,,,,,43.792694,-72.0392
2014-2914,RESDORI1,8/4/2014,0.0163,,,,,,,,,,43.792694,-72.0392
VL07160333,RESDORI1,7/16/2003,0.026,,,,,,,,,,43.792694,-72.0392
VL06110246,RESDORO,6/11/2002,0.009,,,,,,,,,,43.780389,-72.039
2013-3258,RESDORO,7/31/2013,0.0059,,,,,,,,,,43.780389,-72.039
2005-4165,RESDORO,8/4/2005,0.008,,,,,,,,,,43.780389,-72.039
2004-1085,RESDORO,6/10/2004,0.006,,,,,,,,,,43.780389,-72.039
VL07160320,RESDORO,7/16/2003,0.006,,,,,,,,,,43.780389,-72.039
2011-2880,RESDORO,8/3/2011,0.0069,,,,,,,,,,43.780389,-72.039
2019-3735,RESDORO,8/7/2019,0.00633,,,,,,,,,,43.780389,-72.039
2008-2791,RESDORO,7/14/2008,0.0062,,,,,,,,,,43.780389,-72.039
VL05300030,RESDORO,5/30/2000,0.005,,,,,,,,,,43.780389,-72.039
2007-4044,RESDORO,8/14/2007,0.0072,,,,,,,,,,43.780389,-72.039
2009-4480,RESDORO,8/12/2009,0.0084,,,,,,,,,,43.780389,-72.039
2015-3565,RESDORO,8/10/2015,0.00529,,,,,,,,,,43.780389,-72.039
2012-3434,RESDORO,8/9/2012,0.0053,,,,,,,,,,43.780389,-72.039
2006-4366,RESDORO,8/10/2006,0.005,,,,,,,,,,43.780389,-72.039
2017-3815,RESDORO,8/9/2017,0.00878,,,,,,,,,,43.780389,-72.039
2005-4164,RESDORT,8/4/2005,0.028,,,,,,,,,,43.781083,-72.0429
2004-1084,RESDORT,6/10/2004,0.017,,,,,,,,,,43.781083,-72.0429
2018-3398,RESDORT,8/1/2018,0.0165,,,,,,,,,,43.781083,-72.0429
VL05300025,RESDORT,5/30/2000,0.005,,,,,,,,,,43.781083,-72.0429
2006-4365,RESDORT,8/10/2006,0.011,,,,,,,,,,43.781083,-72.0429
2017-3816,RESDORT,8/9/2017,0.022,,,,,,,,,,43.781083,-72.0429
VL06110242,RESDORT,6/11/2002,0.018,,,,,,,,,,43.781083,-72.0429
2015-3563,RESDORT,8/10/2015,0.0114,,,,,,,,,,43.781083,-72.0429
2011-2879,RESDORT,8/3/2011,0.013,,,,,,,,,,43.781083,-72.0429
2010-4038,RESDORT,8/18/2010,0.014,,,,,,,,,,43.781083,-72.0429
VL07160335,RESDORT,7/16/2003,0.072,,,,,,,,,,43.781083,-72.0429
2008-2789,RESDORT,7/14/2008,0.014,,,,,,,,,,43.781083,-72.0429
2009-4479,RESDORT,8/12/2009,0.017,,,,,,,,,,43.781083,-72.0429
2016-3668,RESDORT,8/3/2016,0.0238,,,,,,,,,,43.781083,-72.0429
2019-3733,RESDORT,8/7/2019,0.0169,,,,,,,,,,43.781083,-72.0429
2012-3433,RESDORT,8/9/2012,0.011,,,,,,,,,,43.781083,-72.0429
2014-2915,RESDORT,8/4/2014,0.0118,,,,,,,,,,43.781083,-72.0429
2007-4042,RESDORT,8/14/2007,0.014,,,,,,,,,,43.781083,-72.0429
2013-3257,RESDORT,7/31/2013,0.0123,,,,,,,,,,43.781083,-72.0429
WQAL-52167,RMB04,7/12/2005,,0.013,,,0.114,,,,,,43.053552,-71.033263
WQAL-105596,RMB04,2/14/2012,,,,,0.274,,,,,,43.053552,-71.033263
WQAL-41287,RMB04,1/13/2004,,0.012,,,0.287,,,,,,43.053552,-71.033263
WQAL-52790,RMB04,8/9/2005,,0.008,,,0.066,,,,,,43.053552,-71.033263
WQAL-42203,RMB04,3/23/2004,,0.005,,,0.417,,,,,,43.053552,-71.033263
WQAL-65329,RMB04,12/20/2006,,,,,0.227,,,,,,43.053552,-71.033263
WQAL-108791,RMB04,5/8/2012,,,,,0.127,,,,,,43.053552,-71.033263
WQAL-65540,RMB04,1/9/2007,,0.008,,,0.163,,,,,,43.053552,-71.033263
WQAL-92487,RMB04,1/12/2010,,,,,0.301,,,,,,43.053552,-71.033263
WQAL-67914,RMB04,4/25/2006,,0.003,,,0.094,,,,,,43.053552,-71.033263
WQAL-64347,RMB04,11/14/2006,,0.011,,,0.075,,,,,,43.053552,-71.033263
WQAL-85508,RMB04,2/10/2009,,0.006,,,0.256,,,,,,43.053552,-71.033263
WQAL-43289,RMB04,6/1/2004,,0.007,,,0.073,,,,,,43.053552,-71.033263
WQAL-42320,RMB04,4/6/2004,,0.003,,,0.344,,,,,,43.053552,-71.033263
WQAL-91244,RMB04,10/13/2009,,,,,0.053,,,,,,43.053552,-71.033263
WQAL-94212,RMB04,5/11/2010,,,,,0.16,,,,,,43.053552,-71.033263
WQAL-44439,RMB04,7/27/2004,,0.004,,,0.198,,,,,,43.053552,-71.033263
WQAL-42518,RMB04,4/13/2004,,,,,0.089,,,,,,43.053552,-71.033263
WQAL-97532,RMB04,12/14/2010,,,,,0.123,,,,,,43.053552,-71.033263
WQAL-43479,RMB04,6/22/2004,,,,,0.073,,,,,,43.053552,-71.033263
WQAL-98491,RMB04,3/8/2011,,,,,0.204,,,,,,43.053552,-71.033263
WQAL-41766,RMB04,2/24/2004,,0.008,,,0.444,,,,,,43.053552,-71.033263
WQAL-81400,RMB04,9/9/2008,,0.01,,,0.058,,,,,,43.053552,-71.033263
WQAL-51686,RMB04,6/15/2005,,0.006,,,0.113,,,,,,43.053552,-71.033263
WQAL-94277,RMB04,6/8/2010,,,,,0.094,,,,,,43.053552,-71.033263
WQAL-50613,RMB04,5/10/2005,,,,,0.094,,,,,,43.053552,-71.033263
WQAL-63584,RMB04,10/10/2006,,0.003,,,0.098,,,,,,43.053552,-71.033263
WQAL-47983,RMB04,1/4/2005,,0.008,,,0.263,,,,,,43.053552,-71.033263
WQAL-47552,RMB04,11/23/2004,,0.005,,,0.199,,,,,,43.053552,-71.033263
WQAL-71275,RMB04,8/21/2007,,0.004,,,0.053,,,,,,43.053552,-71.033263
WQAL-68690,RMB04,6/12/2007,,0.006,,,0.172,,,,,,43.053552,-71.033263
WQAL-42552,RMB04,4/19/2004,,0.009,,,0.054,,,,,,43.053552,-71.033263
WQAL-88260,RMB04,6/9/2009,,0.007,,,0.088,,,,,,43.053552,-71.033263
WQAL-64418,RMB04,11/15/2006,,0.012,,,0.076,,,,,,43.053552,-71.033263
WQAL-85803,RMB04,3/10/2009,,0.009,,,0.287,,,,,,43.053552,-71.033263
WQAL-41968,RMB04,3/9/2004,,,,,0.357,,,,,,43.053552,-71.033263
WQAL-43399,RMB04,6/15/2004,,0.004,,,0.072,,,,,,43.053552,-71.033263
WQAL-49472,RMB04,3/29/2005,,0.026,,,0.194,,,,,,43.053552,-71.033263
WQAL-70638,RMB04,8/6/2007,,0.006,,,0.081,,,,,,43.053552,-71.033263
WQAL-48069,RMB04,1/11/2005,,0.005,,,0.32,,,,,,43.053552,-71.033263
WQAL-44749,RMB04,8/17/2004,,0.006,,,0.303,,,,,,43.053552,-71.033263
WQAL-42096,RMB04,3/16/2004,,,,,0.356,,,,,,43.053552,-71.033263
WQAL-53584,RMB04,9/14/2005,,0.009,,,0.083,,,,,,43.053552,-71.033263
WQAL-91861,RMB04,11/10/2009,,,,,0.09,,,,,,43.053552,-71.033263
WQAL-57356,RMB04,2/14/2006,,,,,0.115,,,,,,43.053552,-71.033263
WQAL-43157,RMB04,5/18/2004,,0.008,,,0.052,,,,,,43.053552,-71.033263
WQAL-74224,RMB04,12/11/2007,,,,,0.239,,,,,,43.053552,-71.033263
WQAL-71104,RMB04,8/14/2007,,0.017,,,0.033,,,,,,43.053552,-71.033263
WQAL-41484,RMB04,2/10/2004,,0.005,,,0.361,,,,,,43.053552,-71.033263
WQAL-48936,RMB04,3/15/2005,,0.007,,,0.317,,,,,,43.053552,-71.033263
WQAL-72374,RMB04,8/27/2007,,0.003,,,0.082,,,,,,43.053552,-71.033263
WQAL-66808,RMB04,3/13/2007,,0.005,,,0.302,,,,,,43.053552,-71.033263
WQAL-75985,RMB04,3/11/2008,,0.008,,,0.359,,,,,,43.053552,-71.033263
WQAL-49949,RMB04,4/19/2005,,,,,0.12,,,,,,43.053552,-71.033263
WQAL-89095,RMB04,7/14/2009,,0.011,,,0.098,,,,,,43.053552,-71.033263
WQAL-41395,RMB04,1/27/2004,,0.006,,,0.481,,,,,,43.053552,-71.033263
WQAL-41509,RMB04,2/17/2004,,0.005,,,0.482,,,,,,43.053552,-71.033263
WQAL-66635,RMB04,2/21/2007,,,,,0.355,,,,,,43.053552,-71.033263
WQAL-41822,RMB04,3/2/2004,,0.01,,,0.31,,,,,,43.053552,-71.033263
WQAL-65255,RMB04,12/12/2006,,0.007,,,0.218,,,,,,43.053552,-71.033263
WQAL-57917,RMB04,3/14/2006,0.028,0.01,,,0.271,,,,,,43.053552,-71.033263
WQAL-42934,RMB04,5/4/2004,,0.008,,,0.039,,,,,,43.053552,-71.033263
WQAL-92321,RMB04,12/8/2009,,,,,0.143,,,,,,43.053552,-71.033263
WQAL-83926,RMB04,12/16/2008,,0.003,,,0.202,,,,,,43.053552,-71.033263
WQAL-60243,RMB04,5/16/2006,,0.016,,,0.12,,,,,,43.053552,-71.033263
WQAL-67449,RMB04,4/10/2007,,,,,0.234,,,,,,43.053552,-71.033263
WQAL-41359,RMB04,1/20/2004,,0.007,,,0.107,,,,,,43.053552,-71.033263
WQAL-96654,RMB04,10/12/2010,,,,,0.098,,,,,,43.053552,-71.033263
WQAL-45072,RMB04,8/24/2004,,0.006,,,0.042,,,,,,43.053552,-71.033263
WQAL-55439,RMB04,12/13/2005,,0.006,,,0.275,,,,,,43.053552,-71.033263
WQAL-101416,RMB04,8/9/2011,,,,,0.11,,,,,,43.053552,-71.033263
WQAL-56745,RMB04,1/10/2006,,0.008,,,0.336,,,,,,43.053552,-71.033263
WQAL-60316,RMB04,5/23/2006,,0.009,,,0.072,,,,,,43.053552,-71.033263
WQAL-48374,RMB04,2/1/2005,,0.012,,,0.355,,,,,,43.053552,-71.033263
WQAL-99974,RMB04,6/14/2011,,,,,0.062,,,,,,43.053552,-71.033263
WQAL-83726,RMB04,8/14/2007,,,,,0.029,,,,,,43.053552,-71.033263
WQAL-63004,RMB04,9/12/2006,,0.009,,,0.124,,,,,,43.053552,-71.033263
WQAL-60166,RMB04,5/5/2006,,0.006,,,0.027,,,,,,43.053552,-71.033263
WQAL-110028,RMB04,6/12/2012,,,,,0.099,,,,,,43.053552,-71.033263
WQAL-67975,RMB04,5/8/2007,,,,,0.057,,,,,,43.053552,-71.033263
WQAL-76295,RMB04,4/8/2008,,0.005,,,0.171,,,,,,43.053552,-71.033263
WQAL-43000,RMB04,5/11/2004,,0.003,,,0.043,,,,,,43.053552,-71.033263
WQAL-71119,RMB04,8/14/2007,,0.016,,,0.053,,,,,,43.053552,-71.033263
WQAL-103169,RMB04,10/11/2011,,,,,0.068,,,,,,43.053552,-71.033263
WQAL-42290,RMB04,3/30/2004,,,,,0.304,,,,,,43.053552,-71.033263
WQAL-60719,RMB04,7/11/2006,,0.01,,,0.129,,,,,,43.053552,-71.033263
WQAL-73831,RMB04,11/12/2007,,,,,0.059,,,,,,43.053552,-71.033263
WQAL-84445,RMB04,1/13/2009,,,,,0.09,,,,,,43.053552,-71.033263
WQAL-97042,RMB04,11/9/2010,,,,,0.027,,,,,,43.053552,-71.033263
WQAL-72415,RMB04,9/4/2007,,0.003,,,0.076,,,,,,43.053552,-71.033263
WQAL-69503,RMB04,7/10/2007,,0.008,,,0.156,,,,,,43.053552,-71.033263
WQAL-83714,RMB04,8/14/2007,,,,,0.024,,,,,,43.053552,-71.033263
WQAL-44586,RMB04,8/3/2004,,0.005,,,0.086,,,,,,43.053552,-71.033263
WQAL-90642,RMB04,9/8/2009,,0.023,,,0.043,,,,,,43.053552,-71.033263
WQAL-112327,RMB04,8/14/2012,,,,,0.091,,,,,,43.053552,-71.033263
WQAL-79858,RMB04,8/12/2008,,0.008,,,0.089,,,,,,43.053552,-71.033263
WQAL-97702,RMB04,1/11/2011,,,,,0.335,,,,,,43.053552,-71.033263
WQAL-75541,RMB04,2/12/2008,,0.005,,,0.37,,,,,,43.053552,-71.033263
WQAL-44339,RMB04,7/20/2004,,0.005,,,0.07,,,,,,43.053552,-71.033263
WQAL-47566,RMB04,11/30/2004,,0.005,,,0.114,,,,,,43.053552,-71.033263
WQAL-92945,RMB04,2/9/2010,,,,,0.314,,,,,,43.053552,-71.033263
